Copyright, Sundhedsdatastyrelsen
SKS-databasen opdateres jævnligt. Dette udtræk modsvarer opdateringen d 01-07-2024.

"Tekst";"Kode"
"Prøve fra andet organ eller væv med abnormt indhold af ikke medikamentelt stof";"DR893"
"Prøve fra andet organ eller væv med abnormt immunologisk fund";"DR894"
"Prøve fra andet organ eller væv med abnormt mikrobiologisk fund";"DR895"
"Prøve fra andet organ eller væv med abnormt cytologisk fund";"DR896"
"Prøve fra andet organ eller væv med abnormt histologisk fund";"DR897"
"Prøve fra andet organ eller væv med andet abnormt fund";"DR898"
"Prøve fra andet organ eller væv med abnormt fund UNS";"DR899"
"Abnorme fund ved billeddiagnostiske undersøgelser og funktionsundersøgelser uden diagnose [DR90-DR94]";""
"Abnorme fund ved billeddiagnostisk undersøgelse af centralnervesystemet";"DR90"
"Intrakraniel rumopfyldende proces";"DR900"
"Andet abnormt fund ved billeddiagnostisk undersøgelse af centralnervesystemet";"DR908"
"Abnorme fund ved billeddiagnostisk undersøgelse af lungerne";"DR91"
"Abnormt fund ved billeddiagnostisk undersøgelse af lunger";"DR919"
"Abnorme fund ved billeddiagnostisk undersøgelse af mammae";"DR92"
"Abnormt fund ved billeddiagnostisk undersøgelse af mamma";"DR929"
"Abnorme fund ved billeddiagnostisk undersøgelse af anden region";"DR93"
"Abnormt fund ved billeddiagnostisk undersøgelse af kranie IKA";"DR930"
"Abnormt fund ved billeddiagnostisk undersøgelse af hjerte eller koronarkar";"DR931"
"Abnormt fund ved billeddiagnostisk undersøgelse af lever og galdeveje";"DR932"
"Manglende (kontrast)udskillelse i galdeblæren";"DR932C"
"Abnormt fund ved billeddiagnostisk undersøgelse af anden del af fordøjelsesorganerne";"DR933"
"Abnormt fund ved billeddiagnostisk undersøgelse af urinveje";"DR934"
"Abnormt fund ved billeddiagnostisk undersøgelse af anden struktur i abdomen eller retroperitoneum";"DR935"
"Abnormt fund ved billeddiagnostisk undersøgelse af ekstremitet";"DR936"
"Abnormt fund ved billeddiagnostisk undersøgelse af anden del af bevægeapparatet";"DR937"
"Abnormt fund ved billeddiagnostisk undersøgelse af anden struktur";"DR938"
"Abnormt fund ved billeddiagnostik UNS";"DR939"
"Abnorme fund ved funktionsundersøgelser";"DR94"
"Abnormt fund ved funktionsundersøgelse af centralnervesystemet";"DR940"
"Elektroencefalografi, abnorm";"DR940A"
"Uden reaktioner og uden sedationsbehov, dvs. mistanke om hjernedød";"DR940B"
"Abnormt fund ved funktionsundersøgelse af det perifere nervesystem og sanseorganer";"DR941"
"Abnormt fund ved lungefunktionsundersøgelse";"DR942"
"Abnormt fund ved kardiovaskulær funktionsundersøgelse";"DR943"
"Abnormt fund ved nyrefunktionsundersøgelse";"DR944"
"Abnormt fund ved leverfunktionsundersøgelse";"DR945"
"Abnormt fund ved thyroideafunktionsundersøgelse";"DR946"
"Abnormt fund ved anden endokrin funktionsundersøgelse";"DR947"
"Abnormt fund ved funktionsundersøgelse af andet organ eller organsystem";"DR948"
"Abnorm funktionsundersøgelse UNS";"DR949"
"Dårligt definerede og ukendte årsager til død [DR97-DR99]";""
"Indbragt uden livstegn";"DR97"
"Indbragt uden livstegn UNS";"DR979"
"Særlige forhold vedrørende død";"DR99"
"Hjernedød i henhold til sundhedsloven § 176";"DR991"
"Hjertedød i henhold til sundhedsloven § 176";"DR992"
"Kap. XIX: Læsioner, forgiftninger og visse andre følger af ydre påvirkninger [DS00-DT98]";""
"Hovedlæsioner [DS00-DS09]";""
"Overfladisk læsion af hovedet";"DS00"
"Overfladisk læsion af skalpen";"DS000"
"Kontusion af øjenlåg og øjenomgivelser";"DS001"
"Kontusion af øjenlåg";"DS001A"
"Kontusion af øjenomgivelser";"DS001B"
"Anden overfladisk læsion af øjenlåg og øjenomgivelser";"DS002"
"Overfladisk læsion af øjenlåg UNS";"DS002A"
"Overfladisk læsion af øjenomgivelser UNS";"DS002B"
"Overfladisk læsion af næsen";"DS003"
"Hæmatom i næseskillevæggen";"DS003A"
"Overfladisk læsion af øre";"DS004"
"Overfladisk læsion af læbe eller i mundhulen";"DS005"
"Overfladisk læsion i mundhulen";"DS005A"
"Overfladisk læsion af læbe";"DS005B"
"Multiple overfladiske læsioner af hovedet";"DS007"
"Anden overfladisk læsion af hovedet";"DS008"
"Overfladisk læsion af hovedet UNS";"DS009"
"Åbent sår på hoved";"DS01"
"Åbent sår på skalpen";"DS010"
"Åbent sår på øjenlåg eller øjenomgivelser med eller uden læsion af tårekanal";"DS011"
"Åbent sår på øjenlåg";"DS011A"
"Åbent sår i øjenomgivelser";"DS011B"
"Åbent sår på øjenhule";"DS011C"
"Åbent sår på næsen";"DS012"
"Åbent sår på øre";"DS013"
"Åbent sår på hagen eller i kæbe-tindingeregion";"DS014"
"Åbent sår på hagen";"DS014A"
"Åbent sår i kæbe-tindingeregion";"DS014B"
"Åbent sår på læbe eller i mundhulen";"DS015"
"Åbent sår i mundhulen";"DS015A"
"Åbent sår på læbe";"DS015B"
"Multiple åbne sår på hovedet";"DS017"
"Åbent sår i anden region på hovedet";"DS018"
"Åbent sår på hovedet UNS";"DS019"
"Kraniebrud og brud af ansigtsknogler";"DS02"
"Fraktur af kraniekalotten";"DS020"
"Fraktur af pandeben";"DS020A"
"Fraktur af tindingeben";"DS020B"
"Fraktur i kraniebasis";"DS021"
"Fractura fossae cranii anterioris";"DS021A"
"Fractura fossae cranii mediae";"DS021B"
"Fractura fossae cranii posterioris";"DS021C"
"Fraktur i loftet af øjenhule";"DS021D"
"Fractura ossis occipitalis";"DS021E"
"Fractura ossis sphenoidalis";"DS021F"
"Fractura ossis temporalis";"DS021G"
"Fractura partis tympanicae ossis temporalis";"DS021GA"
"Fractura sinus ethmoidalis";"DS021H"
"Fractura sinus frontalis";"DS021I"
"Fraktur af næsen";"DS022"
"Fraktur af næseben";"DS022A"
"Fraktur af næseskillevæggen";"DS022B"
"Fraktur i bunden af øjenhule";"DS023"
"Fraktur af kindben eller i overkæbe";"DS024"
"Fraktur i overkæbe";"DS024A"
"Fraktur af kindben";"DS024B"
"Fraktur af tand";"DS025"
"Fractura coronae dentis non complicata";"DS025A"
"Fractura coronae dentis complicata";"DS025B"
"Fractura coronae et radicis dentis non complicata";"DS025C"
"Fractura coronae et radicis dentis complicata";"DS025D"
"Fraktur af tandrod";"DS025E"
"Fraktur af underkæbe";"DS026"
"Fractura colli mandibulae";"DS026A"
"Fractura corporis mandibulae";"DS026B"
"Fractura processus alveolaris mandibulae";"DS026C"
"Fractura processus coronoidei mandibulae";"DS026D"
"Fractura rami mandibulae";"DS026E"
"Multiple frakturer i kranie og ansigtsknogler";"DS027"
"Multiple frakturer i kraniet";"DS027A"
"Multiple frakturer i ansigtsknogler";"DS027B"
"Anden fraktur i kranie og ansigtsknogler";"DS028"
"Fractura orbitae pars lateralis";"DS028A"
"Fractura orbitae pars medialis";"DS028B"
"Fraktur i øjenhule UNS";"DS028C"
"Fractura palati";"DS028D"
"Fractura processus alveolaris maxillae";"DS028F"
"Kraniebrud eller brud af ansigtsknogle UNS";"DS029"
"Fraktur i ansigtsknogle UNS";"DS029A"
"Ledskred og forvridning af ledbånd på hovedet";"DS03"
"Luksation af kæbeled";"DS030"
"Luksation af brusk i næseskillevæggen";"DS031"
"Luksation af tand";"DS032"
"Luksation af anden eller ikke specificeret del af hoved";"DS033"
"Distorsion af underkæben";"DS034"
"Distorsion af kæbeled";"DS034A"
"Distorsion af ledbånd i kæbeled";"DS034B"
"Forvridning af andet eller ikke specificeret led eller ledbånd på hovedet";"DS035"
"Læsioner af hjernenerve";"DS04"
"Læsion af synsnerve og tractus opticus";"DS040"
"Laesio traumatica chiasmatis optici";"DS040A"
"Laesio traumatica corticis visualis cerebri";"DS040B"
"Læsion af synsnerve";"DS040C"
"Læsion af tractus opticus";"DS040D"
"Læsion af nervus oculomotorius";"DS041"
"Læsion af nervus trochlearis";"DS042"
"Læsion af nervus trigeminus";"DS043"
"Læsion af nervus abducens";"DS044"
"Læsion af nervus facialis";"DS045"
"Læsion af nervus acusticus";"DS046"
"Nedsat hørelse efter læsion af nervus acusticus";"DS046A"
"Læsion af nervus accessorius";"DS047"
"Læsion af anden hjernenerve";"DS048"
"Læsion af nervus olfactorius";"DS048A"
"Læsion af nervus glossopharyngeus";"DS048B"
"Læsion af nervus vagus";"DS048C"
"Læsion af nervus hypoglossus";"DS048D"
"Læsion af hjernenerve UNS";"DS049"
"Læsion af øje og øjenhule";"DS05"
"Læsion af konjunktiva eller abrasio på cornea uden fremmedlegeme";"DS050"
"Abrasio på cornea uden fremmedlegeme";"DS050A"
"Læsion af konjunktiva";"DS050B"
"Kontusion af øjeæble eller væv i øjenhule";"DS051"
"Kontusion af øjeæble";"DS051A"
"Kontusion af væv i øjenhule";"DS051B"
"Traumatisk hyfæma";"DS051C"
"Traumatisk linseluksation";"DS051D"
"Traumatisk irisdefekt";"DS051E"
"Traumatisk kammervinkelskade";"DS051F"
"Traumatisk cyklodialyse";"DS051G"
"Traumatisk nethinderuptur";"DS051H"
"Traumatisk årehinderuptur";"DS051J"
"Traumatisk glaslegemeblødning";"DS051K"
"Partiel traumatisk defekt i cornea";"DS051L"
"Partiel traumatisk defekt i sklera";"DS051M"
"Traumatisk orbitalt kompartmentsyndrom";"DS051N"
"Læsion af øjeæble med prolaps eller tab af intraokulært væv";"DS052"
"Læsion af øjeæble uden prolaps eller tab af intraokulært væv";"DS053"
"Læsion af øjeæble UNS";"DS053A"
"Penetrerende sår i øjenhule med eller uden fremmedlegeme";"DS054"
"Penetrerende sår i øjeæble med fremmedlegeme";"DS055"
"Perforerende sår i øjeæble med fremmedlegeme";"DS055A"
"Penetrerende sår i øjeæble uden fremmedlegeme";"DS056"
"Perforerende sår i øjeæble uden fremmedlegeme";"DS056A"
"Traumatisk udrivning af øje";"DS057"
"Anden læsion af øje og øjenhule";"DS058"
"Traumatisk ruptur af tårekanal";"DS058A"
"Åbent sår på tårekanal";"DS058B"
"Læsion af øje eller øjenhule UNS";"DS059"
"Intrakranielle læsioner";"DS06"
"Hjernerystelse";"DS060"
"Traumatisk hjerneødem";"DS061"
"Diffus traumatisk hjernelæsion";"DS062"
"Knusningslæsion af hjernen UNS";"DS062A"
"Hjernekontusion UNS";"DS062B"
"Fokal traumatisk hjernelæsion";"DS063"
"Fokal knusningslæsion i hjernen";"DS063A"
"Fokal hjernekontusion";"DS063B"
"Fokal traumatisk blødning i hjernen";"DS063C"
"Traumatisk epidural blødning";"DS064"
"Traumatisk epiduralt hæmatom";"DS064A"
"Traumatisk subdural blødning";"DS065"
"Traumatisk subduralt hæmatom UNS";"DS065A"
"Akut traumatisk subduralt hæmatom";"DS065B"
"Kronisk traumatisk subduralt hæmatom";"DS065C"
"Traumatisk subaraknoidal blødning";"DS066"
"Traumatisk intrakraniel læsion med protraheret coma";"DS067"
"Anden intrakraniel læsion";"DS068"
"Traumatisk hjernehæmatom";"DS068A"
"Traumatisk blødning i lillehjernen";"DS068B"
"Traumatisk blødning i hjernen UNS";"DS068C"
"Traumatisk intrakraniel blødning UNS";"DS068D"
"Traumatisk blødning i tentorium cerebelli";"DS068E"
"Traumatisk intrakraniel karlæsion";"DS068F"
"Intrakraniel læsion UNS";"DS069"
"Knusningslæsion på hovedet";"DS07"
"Knusningslæsion i ansigtet";"DS070"
"Knusningslæsion på kraniet";"DS071"
"Knusningslæsion på anden del af hovedet";"DS078"
"Knusningslæsion på hovedet UNS";"DS079"
"Traumatisk amputation af dele af hovedet";"DS08"
"Traumatisk amputation af skalpen";"DS080"
"Traumatisk amputation af hovedhår";"DS080A"
"Traumatisk amputation af øre";"DS081"
"Traumatisk amputation af anden del af hovedet";"DS088"
"Traumatisk amputation af næsen";"DS088A"
"Traumatisk amputation af del af hovedet UNS";"DS089"
"Anden og ikke specificeret læsion i hovedet";"DS09"
"Læsion af kar i hovedet IKA";"DS090"
"Læsion af muskel eller sene på hovedet";"DS091"
"Læsion af muskel på hovedet";"DS091A"
"Læsion af sene på hovedet";"DS091B"
"Traumatisk ruptur af trommehinde";"DS092"
"Multiple læsioner i hovedet";"DS097"
"Anden læsion i hoved";"DS098"
"Traumatisk blødning i trommehule";"DS098A"
"Tandskade UNS";"DS098B"
"Læsion i hovedet UNS";"DS099"
"Halslæsioner [DS10-DS19]";""
"Overfladisk læsion på halsen";"DS10"
"Kontusion på halsens forreste del";"DS100"
"Kontusion af larynx";"DS100A"
"Kontusion af øsofagus på halsen";"DS100B"
"Kontusion af trakea";"DS100C"
"Anden eller ikke specificeret overfladisk læsion på halsen";"DS101"
"Overfladisk læsion på larynx UNS";"DS101A"
"Overfladisk læsion på øsofagus i halsregionen UNS";"DS101B"
"Overfladisk læsion i svælget UNS";"DS101C"
"Overfladisk læsion på luftrøret UNS";"DS101D"
"Multiple overfladiske læsioner på halsen";"DS107"
"Overfladisk læsion på anden del af halsen";"DS108"
"Overfladisk læsion på halsen UNS";"DS109"
"Åbent sår på halsen";"DS11"
"Åbent sår, der involverer larynx eller trakea";"DS110"
"Åbent sår, der involverer larynx";"DS110A"
"Åbent sår, der involverer trakea på halsen";"DS110B"
"Åbent sår på trakea UNS";"DS110C"
"Åbent sår, der involverer skjoldbruskkirtlen";"DS111"
"Åbent sår, der involverer pharynx eller øsofagus i halsregionen";"DS112"
"Åbent sår, der involverer øsofagus i halsregionen";"DS112A"
"Åbent sår i svælget";"DS112B"
"Multiple åbne sår på halsen";"DS117"
"Åbent sår på anden del af halsen";"DS118"
"Åbent sår på halsen UNS";"DS119"
"Fraktur i halsregionen";"DS12"
"Fraktur af 1. halshvirvel";"DS120"
"Fraktur af 2. halshvirvel";"DS121"
"Fractura dens axis";"DS121C"
"Fraktur af anden del af cervikale rygsøjle";"DS122"
"Fraktur af 3. halshvirvel";"DS122A"
"Fraktur af 4. halshvirvel";"DS122B"
"Fraktur af 5. halshvirvel";"DS122C"
"Fraktur af 6. halshvirvel";"DS122D"
"Fraktur af 7. halshvirvel";"DS122E"
"Multiple frakturer i cervikale rygsøjle";"DS127"
"Fraktur af anden struktur i halsen";"DS128"
"Fraktur af cartilago thyroidea";"DS128A"
"Fraktur af larynx";"DS128B"
"Fraktur af tungebenet";"DS128C"
"Fraktur af luftrøret";"DS128D"
"Fraktur i halsregionen UNS";"DS129"
"Luksation og distorsion af led og ligamenter på halsen";"DS13"
"Traumatisk cervikal diskusruptur";"DS130"
"Luksation af halshvirvel";"DS131"
"Luxatio articuli columnae cervicalis";"DS131A"
"Luxatio atlanto-occipitalis";"DS131B"
"Luksation af andet eller ikke specificeret led i halsen";"DS132"
"Luksation af led i halsen UNS";"DS132A"
"Luxatio articuli crico-arytaenoidei";"DS132B"
"Multiple luksationer af led i halsen";"DS133"
"Distorsion i cervikale rygsøjle";"DS134"
"Distorsio ligamenti longitudinalis anterioris cervicalis";"DS134A"
"Traumatisk torticollis";"DS134B"
"Whiplash-syndrom";"DS134C"
"Distorsio articuli columnae vertebralis cervicalis";"DS134D"
"Distorsio atlanto-axialis";"DS134E"
"Distorsio atlanto-occipitalis";"DS134F"
"Cervikalt facetsyndrom";"DS134G"
"Distorsion i strubehovedet";"DS135"
"Luksation eller distorsion af anden eller ikke specificeret del af halsen";"DS136"
"Læsion af nerver og rygmarv i halsregionen";"DS14"
"Concussio et oedema traumaticum medullae spinalis cervicalis";"DS140"
"Concussio medullae spinalis cervicalis";"DS140A"
"Oedema traumaticum medullae spinalis cervicalis";"DS140B"
"Anden eller ikke specificeret læsion af den cervikale rygmarv";"DS141"
"Commotio medullae spinalis cervicalis";"DS141A"
"Knusningslæsion af den cervikale rygmarv";"DS141B"
"Epiduralt traumatisk hæmatom i den cervikale rygmarv";"DS141C"
"Intramedullært traumatisk hæmatom i den cervikale rygmarv";"DS141D"
"Traumatisk hæmatomyeli i den cervikale rygmarv";"DS141E"
"Læsion af spinal nerverod i halsen";"DS142"
"Læsion af plexus brachialis";"DS143"
"Læsion af perifer nerve i halsen";"DS144"
"Læsion af autonom nerve i halsen";"DS145"
"Traumatisk Horner-syndrom";"DS145A"
"Anden eller ikke specificeret nervelæsion i halsen";"DS146"
"Læsion af blodkar i halsregionen";"DS15"
"Læsion af arteria carotis";"DS150"
"Læsion af arteria carotis communis";"DS150A"
"Læsion af arteria carotis externa";"DS150B"
"Læsion af arteria carotis interna";"DS150C"
"Læsion af arteria vertebralis";"DS151"
"Læsion af vena jugularis externa";"DS152"
"Læsion af vena jugularis interna";"DS153"
"Multiple karlæsioner i halsen";"DS157"
"Læsion af andet blodkar i halsen";"DS158"
"Læsion af blodkar i halsen UNS";"DS159"
"Læsion af muskler og sener i halsregionen";"DS16"
"Læsion af muskel eller sene på halsen";"DS169"
"Læsion af muskel i halsen";"DS169A"
"Læsion af sene i halsen";"DS169B"
"Knusningslæsion på halsen";"DS17"
"Knusningslæsion af larynx eller trakea";"DS170"
"Knusningslæsion af larynx";"DS170A"
"Knusningslæsion af trakea";"DS170B"
"Knusningslæsion af anden struktur i halsen";"DS178"
"Knusningslæsion på halsen UNS";"DS179"
"Traumatisk amputation af hovedet";"DS18"
"Dekapitering";"DS189"
"Andre og ikke specificerede læsioner på halsen";"DS19"
"Multiple læsioner i halsregionen";"DS197"
"Anden læsion på halsen";"DS198"
"Læsion på halsen UNS";"DS199"
"Thoraxlæsioner [DS20-DS29]";""
"Overfladisk læsion af thorax";"DS20"
"Kontusion af mamma";"DS200"
"Anden eller ikke specificeret overfladisk læsion af mamma";"DS201"
"Kontusion af thorax";"DS202"
"Anden overfladisk læsion af forsiden af thorax";"DS203"
"Anden overfladisk læsion af bagsiden af thorax";"DS204"
"Multiple overfladiske thoraxlæsioner";"DS207"
"Overfladisk læsion af anden eller ikke specificeret del af thorax";"DS208"
"Åbent sår på thorax";"DS21"
"Åbent sår på mamma";"DS210"
"Åbent sår på forsiden af thorax";"DS211"
"Åbent sår på bagsiden af thorax";"DS212"
"Multiple åbne sår på thorax";"DS217"
"Åbent sår på anden del af thorax";"DS218"
"Åbent sår på thorax UNS";"DS219"
"Fraktur af ribben, brystbenet og torakale rygsøjle";"DS22"
"Fraktur af torakale rygsøjle";"DS220"
"Fractura columnae vertebralis I thoracalis";"DS220A"
"Fractura columnae vertebralis II thoracalis";"DS220B"
"Fractura columnae vertebralis III thoracalis";"DS220C"
"Fractura columnae vertebralis IV thoracalis";"DS220D"
"Fractura columnae vertebralis V thoracalis";"DS220E"
"Fractura columnae vertebralis VI thoracalis";"DS220F"
"Fractura columnae vertebralis VII thoracalis";"DS220G"
"Fractura columnae vertebralis VIII thoracalis";"DS220H"
"Fractura columnae vertebralis IX thoracalis";"DS220I"
"Fractura columnae vertebralis X thoracalis";"DS220J"
"Fractura columnae vertebralis XI thoracalis";"DS220K"
"Fractura columnae vertebralis XII thoracalis";"DS220L"
"Multiple frakturer i torakale rygsøjle";"DS221"
"Fraktur af brystbenet";"DS222"
"Fraktur af ribben";"DS223"
"Multiple ribbensfrakturer";"DS224"
"Ustabil thoraxvæg ved multiple ribbensfrakturer";"DS225"
"Fraktur af anden del af thoraxskelettet";"DS228"
"Fraktur af thoraxskelettet UNS";"DS229"
"Luksation og distorsion af led og ligamenter i thoraxskelettet";"DS23"
"Traumatisk torakal diskusruptur";"DS230"
"Luksation af brysthvirvel";"DS231"
"Luksation i anden eller ikke specificeret del af thorax";"DS232"
"Luksation af led i torakale rygsøjle UNS";"DS232A"
"Distorsion i torakale rygsøjle";"DS233"
"Distorsion af led i torakale rygsøjle";"DS233A"
"Torakalt facetsyndrom";"DS233B"
"Distorsion af ribben eller brystbenet";"DS234"
"Distorsion af ribben";"DS234A"
"Distorsion af brystbenet";"DS234B"
"Distorsion i anden eller ikke specificeret del af thorax";"DS235"
"Distorsion i thorax UNS";"DS235A"
"Læsion af nerver og rygmarv i brystregionen";"DS24"
"Concussio et oedema traumaticum medullae spinalis thoracalis";"DS240"
"Concussio medullae spinalis thoracalis";"DS240A"
"Oedema traumaticum medullae spinalis thoracalis";"DS240B"
"Anden eller ikke specificeret læsion af den torakale rygmarv";"DS241"
"Commotio medullae spinalis thoracalis";"DS241A"
"Knusningslæsion af den torakale rygmarv";"DS241B"
"Kontusion af den torakale rygmarv";"DS241C"
"Epiduralt traumatisk hæmatom i den torakale rygmarv";"DS241D"
"Intramedullært traumatisk hæmatom i den torakale rygmarv";"DS241E"
"Traumatisk hæmatomyeli i den torakale rygmarv";"DS241F"
"Læsion af torakal spinal nerverod";"DS242"
"Læsion af perifer nerve i thorax";"DS243"
"Læsion af autonom nerve i thorax";"DS244"
"Læsion af anden nerve i thorax";"DS245"
"Læsion af nerve i thorax UNS";"DS246"
"Læsion af blodkar i thorax";"DS25"
"Læsion af aorta thoracalis";"DS250"
"Læsion af aorta UNS";"DS250B"
"Læsion af truncus brachiocephalicus eller arteria subclavia";"DS251"
"Læsion af vena cava superior";"DS252"
"Læsion af vena cava UNS";"DS252A"
"Læsion af vena brachiocephalica eller vena subclavia";"DS253"
"Læsion af blodkar i lunge";"DS254"
"Læsion af interkostale blodkar";"DS255"
"Multiple karlæsioner i thorax";"DS257"
"Læsion af andet blodkar i thorax";"DS258"
"Læsion af blodkar i thorax UNS";"DS259"
"Traumatisk hæmatom i mediastinum";"DS259A"
"Læsion af hjertet";"DS26"
"Læsion af hjertet med hæmoperikardium";"DS260"
"Anden læsion af hjertet";"DS268"
"Læsion af hjertet uden hæmoperikardium";"DS268A"
"Læsion af hjertet UNS";"DS269"
"Læsion af andre og ikke specificerede organer i thorax";"DS27"
"Traumatisk pneumothorax";"DS270"
"Traumatisk hæmothorax";"DS271"
"Traumatisk pneumohæmothorax";"DS272"
"Anden lungelæsion";"DS273"
